"income","Recency","Age","Children","Education","MaritalStatus","Customer_Days","complain","NumPurchases","NumWebVisitsMonth","MntCategories","MntTotal","MntRegularProds","MntGoldProds","AcceptedCmp","AcceptedCmpOverall"
26576.0,40,34,"{""Teen"": 0, ""Kid"": 1}",graduation,single,2783,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",9,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 8, ""Sweet"": 0, ""Wines"": 10}",18,9,9,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 1}",1
57513.0,59,77,"{""Teen"": 0, ""Kid"": 0}",PhD,widow,2517,0,"{""Deals"": 2, ""Web"": 9, ""Catalog"": 3, ""Store"": 13}",6,"{""Fish"": 52, ""Fruits"": 40, ""Meat"": 183, ""Sweet"": 20, ""Wines"": 735}",1030,1000,30,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
68142.0,96,56,"{""Teen"": 1, ""Kid"": 0}",graduation,together,2828,0,"{""Deals"": 3, ""Web"": 10, ""Catalog"": 4, ""Store"": 7}",6,"{""Fish"": 91, ""Fruits"": 126, ""Meat"": 196, ""Sweet"": 112, ""Wines"": 897}",1422,1385,37,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
7500.0,61,41,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2828,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",8,"{""Fish"": 3, ""Fruits"": 2, ""Meat"": 3, ""Sweet"": 0, ""Wines"": 5}",13,8,5,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
83145.0,14,46,"{""Teen"": 0, ""Kid"": 0}",graduation,together,2804,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 9, ""Store"": 11}",2,"{""Fish"": 39, ""Fruits"": 35, ""Meat"": 731, ""Sweet"": 137, ""Wines"": 777}",1719,1605,114,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 1, ""last"": 1}",1
54197.0,16,60,"{""Teen"": 1, ""Kid"": 0}",master,married,2246,0,"{""Deals"": 2, ""Web"": 1, ""Catalog"": 3, ""Store"": 6}",1,"{""Fish"": 6, ""Fruits"": 6, ""Meat"": 37, ""Sweet"": 13, ""Wines"": 162}",224,211,13,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
23091.0,98,57,"{""Teen"": 1, ""Kid"": 1}",PhD,single,2191,0,"{""Deals"": 4, ""Web"": 2, ""Catalog"": 1, ""Store"": 3}",7,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 11, ""Sweet"": 0, ""Wines"": 35}",46,44,2,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
46049.0,11,44,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2502,0,"{""Deals"": 10, ""Web"": 5, ""Catalog"": 2, ""Store"": 9}",7,"{""Fish"": 19, ""Fruits"": 9, ""Meat"": 112, ""Sweet"": 14, ""Wines"": 342}",496,477,19,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
56715.0,52,46,"{""Teen"": 0, ""Kid"": 0}",graduation,together,2730,0,"{""Deals"": 1, ""Web"": 7, ""Catalog"": 3, ""Store"": 4}",4,"{""Fish"": 237, ""Fruits"": 105, ""Meat"": 239, ""Sweet"": 172, ""Wines"": 258}",1011,1002,9,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
79410.0,19,59,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2190,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 2, ""Store"": 5}",1,"{""Fish"": 123, ""Fruits"": 80, ""Meat"": 483, ""Sweet"": 13, ""Wines"": 658}",1357,1344,13,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
57304.0,61,69,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2634,0,"{""Deals"": 2, ""Web"": 7, ""Catalog"": 6, ""Store"": 10}",5,"{""Fish"": 138, ""Fruits"": 80, ""Meat"": 329, ""Sweet"": 17, ""Wines"": 356}",920,814,106,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
44375.0,73,55,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2257,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 1, ""Store"": 6}",5,"{""Fish"": 7, ""Fruits"": 5, ""Meat"": 28, ""Sweet"": 7, ""Wines"": 213}",260,219,41,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
54450.0,0,64,"{""Teen"": 1, ""Kid"": 1}",graduation,together,2812,0,"{""Deals"": 12, ""Web"": 9, ""Catalog"": 2, ""Store"": 8}",8,"{""Fish"": 8, ""Fruits"": 0, ""Meat"": 171, ""Sweet"": 19, ""Wines"": 454}",652,620,32,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
59594.0,74,55,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2776,0,"{""Deals"": 1, ""Web"": 8, ""Catalog"": 1, ""Store"": 7}",7,"{""Fish"": 0, ""Fruits"": 4, ""Meat"": 29, ""Sweet"": 0, ""Wines"": 457}",490,481,9,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
80685.0,55,26,"{""Teen"": 0, ""Kid"": 0}",graduation,together,2835,0,"{""Deals"": 1, ""Web"": 6, ""Catalog"": 4, ""Store"": 10}",2,"{""Fish"": 34, ""Fruits"": 45, ""Meat"": 604, ""Sweet"": 26, ""Wines"": 241}",950,896,54,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
40344.0,48,46,"{""Teen"": 1, ""Kid"": 0}",PhD,married,2418,0,"{""Deals"": 2, ""Web"": 4, ""Catalog"": 1, ""Store"": 5}",7,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 6, ""Sweet"": 0, ""Wines"": 210}",216,214,2,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
62710.0,53,48,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2561,0,"{""Deals"": 4, ""Web"": 4, ""Catalog"": 2, ""Store"": 12}",4,"{""Fish"": 7, ""Fruits"": 35, ""Meat"": 83, ""Sweet"": 29, ""Wines"": 441}",595,584,11,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
48985.0,13,52,"{""Teen"": 1, ""Kid"": 0}","2n_cycle",married,2518,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 3}",3,"{""Fish"": 10, ""Fruits"": 13, ""Meat"": 18, ""Sweet"": 7, ""Wines"": 19}",67,59,8,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
35322.0,34,52,"{""Teen"": 2, ""Kid"": 1}",graduation,together,2835,0,"{""Deals"": 3, ""Web"": 2, ""Catalog"": 0, ""Store"": 4}",8,"{""Fish"": 12, ""Fruits"": 9, ""Meat"": 37, ""Sweet"": 7, ""Wines"": 28}",93,80,13,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
77142.0,54,72,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2555,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 4, ""Store"": 8}",2,"{""Fish"": 29, ""Fruits"": 75, ""Meat"": 162, ""Sweet"": 151, ""Wines"": 476}",893,796,97,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
81657.0,69,51,"{""Teen"": 0, ""Kid"": 0}",graduation,single,2317,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 4, ""Store"": 8}",1,"{""Fish"": 158, ""Fruits"": 40, ""Meat"": 425, ""Sweet"": 60, ""Wines"": 364}",1047,997,50,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
14421.0,81,24,"{""Teen"": 0, ""Kid"": 0}",basic,married,2291,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",5,"{""Fish"": 3, ""Fruits"": 0, ""Meat"": 2, ""Sweet"": 3, ""Wines"": 0}",8,0,8,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
20130.0,99,46,"{""Teen"": 0, ""Kid"": 0}","2n_cycle",married,2263,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",8,"{""Fish"": 7, ""Fruits"": 6, ""Meat"": 3, ""Sweet"": 6, ""Wines"": 0}",22,10,12,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
74214.0,3,30,"{""Teen"": 0, ""Kid"": 0}",PhD,married,2831,0,"{""Deals"": 1, ""Web"": 8, ""Catalog"": 2, ""Store"": 5}",5,"{""Fish"": 86, ""Fruits"": 83, ""Meat"": 547, ""Sweet"": 99, ""Wines"": 863}",1678,1645,33,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
66726.0,61,63,"{""Teen"": 1, ""Kid"": 1}",master,married,2327,0,"{""Deals"": 3, ""Web"": 8, ""Catalog"": 2, ""Store"": 4}",7,"{""Fish"": 0, ""Fruits"": 7, ""Meat"": 35, ""Sweet"": 0, ""Wines"": 349}",391,344,47,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
23724.0,65,41,"{""Teen"": 0, ""Kid"": 1}",basic,together,2696,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",8,"{""Fish"": 0, ""Fruits"": 23, ""Meat"": 15, ""Sweet"": 18, ""Wines"": 5}",61,47,14,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
47353.0,93,60,"{""Teen"": 1, ""Kid"": 0}",master,married,2387,0,"{""Deals"": 3, ""Web"": 2, ""Catalog"": 2, ""Store"": 6}",5,"{""Fish"": 8, ""Fruits"": 2, ""Meat"": 19, ""Sweet"": 8, ""Wines"": 184}",221,217,4,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
33444.0,24,68,"{""Teen"": 1, ""Kid"": 1}",master,married,2762,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",8,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 8, ""Sweet"": 0, ""Wines"": 8}",16,14,2,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
54386.0,8,39,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2567,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 2, ""Store"": 10}",3,"{""Fish"": 62, ""Fruits"": 21, ""Meat"": 64, ""Sweet"": 21, ""Wines"": 277}",445,420,25,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
28510.0,72,39,"{""Teen"": 1, ""Kid"": 1}",graduation,divorced,2601,0,"{""Deals"": 3, ""Web"": 2, ""Catalog"": 0, ""Store"": 4}",5,"{""Fish"": 0, ""Fruits"": 5, ""Meat"": 19, ""Sweet"": 4, ""Wines"": 44}",72,53,19,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
90638.0,29,29,"{""Teen"": 0, ""Kid"": 0}",master,single,2295,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 4, ""Store"": 10}",1,"{""Fish"": 94, ""Fruits"": 120, ""Meat"": 915, ""Sweet"": 144, ""Wines"": 1156}",2429,2333,96,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 1, ""last"": 0}",1
48070.0,33,70,"{""Teen"": 1, ""Kid"": 0}",graduation,together,2691,1,"{""Deals"": 3, ""Web"": 8, ""Catalog"": 2, ""Store"": 6}",7,"{""Fish"": 6, ""Fruits"": 14, ""Meat"": 83, ""Sweet"": 9, ""Wines"": 373}",485,466,19,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
43140.0,68,63,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2699,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 1, ""Store"": 5}",6,"{""Fish"": 6, ""Fruits"": 8, ""Meat"": 76, ""Sweet"": 0, ""Wines"": 134}",224,213,11,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
54959.0,55,59,"{""Teen"": 1, ""Kid"": 0}",PhD,divorced,2685,0,"{""Deals"": 3, ""Web"": 9, ""Catalog"": 5, ""Store"": 4}",7,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 60, ""Sweet"": 0, ""Wines"": 1148}",1208,1184,24,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 1}",1
15056.0,76,62,"{""Teen"": 1, ""Kid"": 1}",basic,single,2581,0,"{""Deals"": 5, ""Web"": 2, ""Catalog"": 2, ""Store"": 3}",5,"{""Fish"": 21, ""Fruits"": 12, ""Meat"": 3, ""Sweet"": 6, ""Wines"": 6}",48,8,40,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
26954.0,17,49,"{""Teen"": 0, ""Kid"": 1}",graduation,single,2211,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",7,"{""Fish"": 0, ""Fruits"": 1, ""Meat"": 11, ""Sweet"": 0, ""Wines"": 4}",16,15,1,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
22327.0,94,35,"{""Teen"": 0, ""Kid"": 1}",graduation,single,2490,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",5,"{""Fish"": 2, ""Fruits"": 4, ""Meat"": 8, ""Sweet"": 0, ""Wines"": 5}",19,14,5,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
44393.0,86,55,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2470,0,"{""Deals"": 2, ""Web"": 1, ""Catalog"": 0, ""Store"": 4}",4,"{""Fish"": 2, ""Fruits"": 2, ""Meat"": 20, ""Sweet"": 2, ""Wines"": 24}",50,40,10,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
62000.0,25,68,"{""Teen"": 1, ""Kid"": 0}",PhD,single,2467,0,"{""Deals"": 1, ""Web"": 6, ""Catalog"": 6, ""Store"": 13}",4,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 101, ""Sweet"": 0, ""Wines"": 899}",1000,980,20,"{""1st"": 1, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
31497.0,22,58,"{""Teen"": 1, ""Kid"": 0}",PhD,together,2729,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 1, ""Store"": 4}",8,"{""Fish"": 13, ""Fruits"": 1, ""Meat"": 28, ""Sweet"": 1, ""Wines"": 108}",151,147,4,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
45894.0,15,46,"{""Teen"": 2, ""Kid"": 0}","2n_cycle",married,2281,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",5,"{""Fish"": 0, ""Fruits"": 2, ""Meat"": 7, ""Sweet"": 2, ""Wines"": 27}",38,25,13,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
78579.0,35,50,"{""Teen"": 0, ""Kid"": 0}",master,divorced,2713,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 6, ""Store"": 4}",3,"{""Fish"": 216, ""Fruits"": 66, ""Meat"": 549, ""Sweet"": 66, ""Wines"": 816}",1713,1614,99,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
67369.0,81,51,"{""Teen"": 1, ""Kid"": 0}",master,widow,2748,0,"{""Deals"": 4, ""Web"": 7, ""Catalog"": 4, ""Store"": 10}",4,"{""Fish"": 37, ""Fruits"": 0, ""Meat"": 70, ""Sweet"": 14, ""Wines"": 1298}",1419,1377,42,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 1, ""last"": 1}",2
58401.0,55,60,"{""Teen"": 1, ""Kid"": 0}",graduation,divorced,2229,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 2, ""Store"": 2}",4,"{""Fish"": 17, ""Fruits"": 0, ""Meat"": 11, ""Sweet"": 29, ""Wines"": 10}",67,38,29,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
62307.0,94,68,"{""Teen"": 1, ""Kid"": 0}",graduation,single,2291,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 0, ""Store"": 4}",5,"{""Fish"": 10, ""Fruits"": 13, ""Meat"": 34, ""Sweet"": 6, ""Wines"": 87}",150,140,10,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
43641.0,50,51,"{""Teen"": 1, ""Kid"": 1}",master,married,2592,0,"{""Deals"": 3, ""Web"": 2, ""Catalog"": 1, ""Store"": 4}",6,"{""Fish"": 4, ""Fruits"": 2, ""Meat"": 51, ""Sweet"": 2, ""Wines"": 57}",116,93,23,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
63841.0,64,52,"{""Teen"": 1, ""Kid"": 0}",master,divorced,2593,0,"{""Deals"": 1, ""Web"": 9, ""Catalog"": 3, ""Store"": 9}",6,"{""Fish"": 20, ""Fruits"": 15, ""Meat"": 100, ""Sweet"": 7, ""Wines"": 635}",777,646,131,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
46891.0,91,55,"{""Teen"": 1, ""Kid"": 0}","2n_cycle",married,2460,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 1, ""Store"": 4}",4,"{""Fish"": 29, ""Fruits"": 12, ""Meat"": 23, ""Sweet"": 15, ""Wines"": 43}",122,61,61,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
70091.0,11,51,"{""Teen"": 0, ""Kid"": 1}",master,married,2614,0,"{""Deals"": 2, ""Web"": 5, ""Catalog"": 2, ""Store"": 10}",8,"{""Fish"": 15, ""Fruits"": 34, ""Meat"": 137, ""Sweet"": 0, ""Wines"": 964}",1150,1139,11,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
78075.0,72,48,"{""Teen"": 0, ""Kid"": 0}",PhD,married,2244,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 5, ""Store"": 5}",1,"{""Fish"": 34, ""Fruits"": 8, ""Meat"": 259, ""Sweet"": 35, ""Wines"": 572}",908,828,80,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
59184.0,6,59,"{""Teen"": 1, ""Kid"": 0}","2n_cycle",widow,2817,0,"{""Deals"": 3, ""Web"": 6, ""Catalog"": 6, ""Store"": 12}",5,"{""Fish"": 259, ""Fruits"": 142, ""Meat"": 113, ""Sweet"": 151, ""Wines"": 341}",1006,940,66,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
54809.0,0,43,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2450,0,"{""Deals"": 4, ""Web"": 2, ""Catalog"": 1, ""Store"": 5}",4,"{""Fish"": 13, ""Fruits"": 6, ""Meat"": 57, ""Sweet"": 13, ""Wines"": 63}",152,130,22,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
58113.0,66,61,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2679,1,"{""Deals"": 3, ""Web"": 9, ""Catalog"": 2, ""Store"": 8}",7,"{""Fish"": 102, ""Fruits"": 104, ""Meat"": 169, ""Sweet"": 78, ""Wines"": 221}",674,590,84,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
51412.0,42,62,"{""Teen"": 1, ""Kid"": 0}",master,married,2339,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 2, ""Store"": 4}",4,"{""Fish"": 4, ""Fruits"": 3, ""Meat"": 29, ""Sweet"": 5, ""Wines"": 140}",181,167,14,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
15287.0,60,41,"{""Teen"": 0, ""Kid"": 1}",graduation,divorced,2786,0,"{""Deals"": 2, ""Web"": 1, ""Catalog"": 1, ""Store"": 2}",7,"{""Fish"": 4, ""Fruits"": 2, ""Meat"": 8, ""Sweet"": 3, ""Wines"": 1}",18,5,13,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 1}",1
66636.0,64,63,"{""Teen"": 0, ""Kid"": 0}",master,together,2475,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 4, ""Store"": 9}",1,"{""Fish"": 84, ""Fruits"": 10, ""Meat"": 689, ""Sweet"": 10, ""Wines"": 291}",1084,1084,0,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
50965.0,87,64,"{""Teen"": 1, ""Kid"": 0}",master,married,2653,0,"{""Deals"": 3, ""Web"": 10, ""Catalog"": 4, ""Store"": 5}",8,"{""Fish"": 8, ""Fruits"": 13, ""Meat"": 85, ""Sweet"": 6, ""Wines"": 544}",656,627,29,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
84618.0,96,55,"{""Teen"": 0, ""Kid"": 0}",PhD,married,2378,0,"{""Deals"": 1, ""Web"": 6, ""Catalog"": 9, ""Store"": 10}",2,"{""Fish"": 21, ""Fruits"": 100, ""Meat"": 801, ""Sweet"": 66, ""Wines"": 684}",1672,1672,0,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 1, ""last"": 0}",1
18351.0,1,30,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2402,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 0, ""Fruits"": 12, ""Meat"": 9, ""Sweet"": 14, ""Wines"": 1}",36,29,7,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
40451.0,54,63,"{""Teen"": 2, ""Kid"": 0}",PhD,together,2292,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 2}",5,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 4, ""Sweet"": 0, ""Wines"": 35}",39,29,10,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
36317.0,53,55,"{""Teen"": 1, ""Kid"": 0}",graduation,together,2562,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 0, ""Store"": 4}",7,"{""Fish"": 3, ""Fruits"": 3, ""Meat"": 25, ""Sweet"": 2, ""Wines"": 87}",120,107,13,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
42213.0,96,63,"{""Teen"": 1, ""Kid"": 0}",graduation,together,2419,0,"{""Deals"": 2, ""Web"": 5, ""Catalog"": 1, ""Store"": 7}",7,"{""Fish"": 4, ""Fruits"": 3, ""Meat"": 24, ""Sweet"": 3, ""Wines"": 309}",343,323,20,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
65748.0,58,65,"{""Teen"": 1, ""Kid"": 0}",graduation,together,2599,1,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 4, ""Store"": 10}",1,"{""Fish"": 95, ""Fruits"": 73, ""Meat"": 93, ""Sweet"": 78, ""Wines"": 172}",511,477,34,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
77044.0,12,48,"{""Teen"": 1, ""Kid"": 0}",graduation,together,2404,0,"{""Deals"": 2, ""Web"": 7, ""Catalog"": 11, ""Store"": 11}",4,"{""Fish"": 50, ""Fruits"": 38, ""Meat"": 242, ""Sweet"": 34, ""Wines"": 625}",989,913,76,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
74918.0,78,51,"{""Teen"": 0, ""Kid"": 0}",graduation,together,2633,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 9, ""Store"": 6}",3,"{""Fish"": 25, ""Fruits"": 59, ""Meat"": 913, ""Sweet"": 19, ""Wines"": 972}",1988,1929,59,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 1, ""last"": 0}",1
56721.0,64,48,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2765,0,"{""Deals"": 5, ""Web"": 4, ""Catalog"": 1, ""Store"": 5}",6,"{""Fish"": 6, ""Fruits"": 6, ""Meat"": 39, ""Sweet"": 13, ""Wines"": 157}",221,146,75,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
42160.0,26,45,"{""Teen"": 1, ""Kid"": 1}",graduation,single,2525,0,"{""Deals"": 4, ""Web"": 2, ""Catalog"": 1, ""Store"": 4}",6,"{""Fish"": 3, ""Fruits"": 9, ""Meat"": 45, ""Sweet"": 15, ""Wines"": 48}",120,100,20,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
